Date_Time,Cell11,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 14:46:00,0.857,0.857,Cell11
2022-10-10 14:46:01,0.853,0.853,Cell11
2022-10-10 14:46:02,0.853,0.853,Cell11
2022-10-10 14:46:03,0.85,0.85,Cell11
2022-10-10 14:46:05,0.85,0.85,Cell11
2022-10-10 14:46:06,0.85,0.85,Cell11
2022-10-10 14:46:07,0.848,0.848,Cell11
2022-10-10 14:46:08,0.85,0.85,Cell11
2022-10-10 14:46:09,0.848,0.848,Cell11
2022-10-10 14:46:10,0.845,0.845,Cell11
2022-10-10 14:46:11,0.845,0.845,Cell11
2022-10-10 14:46:12,0.844,0.844,Cell11
2022-10-10 14:46:13,0.841,0.841,Cell11
2022-10-10 14:46:14,0.841,0.841,Cell11
2022-10-10 14:46:15,0.84,0.84,Cell11
2022-10-10 14:46:16,0.838,0.838,Cell11
2022-10-10 14:46:17,0.837,0.837,Cell11
2022-10-10 14:46:18,0.837,0.837,Cell11
2022-10-10 14:46:19,0.834,0.834,Cell11
2022-10-10 14:46:20,0.836,0.836,Cell11
2022-10-10 14:46:21,0.834,0.834,Cell11
2022-10-10 14:46:22,0.833,0.833,Cell11
2022-10-10 14:46:23,0.833,0.833,Cell11
2022-10-10 14:46:24,0.831,0.831,Cell11
2022-10-10 14:46:25,0.83,0.83,Cell11
2022-10-10 14:46:26,0.83,0.83,Cell11
2022-10-10 14:46:27,0.825,0.825,Cell11
2022-10-10 14:46:28,0.826,0.826,Cell11
2022-10-10 14:46:29,0.826,0.826,Cell11
2022-10-10 14:46:30,0.825,0.825,Cell11
2022-10-10 14:46:31,0.823,0.823,Cell11
2022-10-10 14:46:32,0.822,0.822,Cell11
2022-10-10 14:46:33,0.82,0.82,Cell11
2022-10-10 14:46:34,0.82,0.82,Cell11
2022-10-10 14:46:35,0.817,0.817,Cell11
2022-10-10 14:46:36,0.819,0.819,Cell11
2022-10-10 14:46:37,0.816,0.816,Cell11
2022-10-10 14:46:38,0.817,0.817,Cell11
2022-10-10 14:46:39,0.812,0.812,Cell11
2022-10-10 14:46:40,0.812,0.812,Cell11
2022-10-10 14:46:41,0.811,0.811,Cell11
2022-10-10 14:46:42,0.811,0.811,Cell11
2022-10-10 14:46:43,0.808,0.808,Cell11
2022-10-10 14:46:44,0.805,0.805,Cell11
2022-10-10 14:46:45,0.806,0.806,Cell11
2022-10-10 14:46:46,0.803,0.803,Cell11
2022-10-10 14:46:47,0.802,0.802,Cell11
2022-10-10 14:46:48,0.802,0.802,Cell11
2022-10-10 14:46:49,0.801,0.801,Cell11
2022-10-10 14:46:50,0.8,0.8,Cell11
2022-10-10 14:46:51,0.798,0.798,Cell11
2022-10-10 14:46:52,0.797,0.797,Cell11
2022-10-10 14:46:53,0.796,0.796,Cell11
2022-10-10 14:46:54,0.795,0.795,Cell11
2022-10-10 14:46:55,0.795,0.795,Cell11
2022-10-10 14:46:56,0.793,0.793,Cell11
2022-10-10 14:46:57,0.791,0.791,Cell11
2022-10-10 14:46:58,0.791,0.791,Cell11
2022-10-10 14:46:59,0.787,0.787,Cell11
2022-10-10 14:47:00,0.787,0.787,Cell11
2022-10-10 14:47:01,0.785,0.785,Cell11
2022-10-10 14:47:02,0.781,0.781,Cell11
2022-10-10 14:47:03,0.78,0.78,Cell11
2022-10-10 14:47:04,0.78,0.78,Cell11
2022-10-10 14:47:05,0.779,0.779,Cell11
2022-10-10 14:47:06,0.777,0.777,Cell11
2022-10-10 14:47:07,0.776,0.776,Cell11
2022-10-10 14:47:08,0.773,0.773,Cell11
2022-10-10 14:47:09,0.773,0.773,Cell11
2022-10-10 14:47:10,0.773,0.773,Cell11
2022-10-10 14:47:11,0.77,0.77,Cell11
2022-10-10 14:47:12,0.768,0.768,Cell11
2022-10-10 14:47:13,0.768,0.768,Cell11
2022-10-10 14:47:14,0.765,0.765,Cell11
2022-10-10 14:47:15,0.764,0.764,Cell11
2022-10-10 14:47:16,0.762,0.762,Cell11
2022-10-10 14:47:17,0.759,0.759,Cell11
2022-10-10 14:47:18,0.759,0.759,Cell11
2022-10-10 14:47:19,0.758,0.758,Cell11
2022-10-10 14:47:20,0.757,0.757,Cell11
2022-10-10 14:47:21,0.755,0.755,Cell11
2022-10-10 14:47:22,0.755,0.755,Cell11
2022-10-10 14:47:23,0.751,0.751,Cell11
2022-10-10 14:47:24,0.751,0.751,Cell11
2022-10-10 14:47:26,0.748,0.748,Cell11
2022-10-10 14:47:27,0.745,0.745,Cell11
2022-10-10 14:47:30,0.74,0.74,Cell11
2022-10-10 14:47:31,0.737,0.737,Cell11
2022-10-10 14:47:32,0.734,0.734,Cell11
2022-10-10 14:47:33,0.733,0.733,Cell11
2022-10-10 14:47:34,0.731,0.731,Cell11
2022-10-10 14:47:35,0.729,0.729,Cell11
2022-10-10 14:47:37,0.727,0.727,Cell11
2022-10-10 14:47:38,0.725,0.725,Cell11
2022-10-10 14:47:42,0.717,0.717,Cell11
2022-10-10 14:47:45,0.711,0.711,Cell11
2022-10-10 14:47:47,0.703,0.703,Cell11
2022-10-10 14:47:48,0.698,0.698,Cell11
2022-10-10 14:47:52,0.689,0.689,Cell11
