Date_Time,Cell85,Min_Cell_Voltage,Min_Cell_Index
2022-10-10 14:21:19,0.697,0.697,Cell85
2022-10-10 14:21:20,0.697,0.697,Cell85
2022-10-10 14:21:21,0.697,0.697,Cell85
2022-10-10 14:21:23,0.697,0.697,Cell85
2022-10-10 14:21:24,0.697,0.697,Cell85
2022-10-10 14:21:25,0.697,0.697,Cell85
2022-10-10 14:21:27,0.697,0.697,Cell85
2022-10-10 14:21:28,0.697,0.697,Cell85
2022-10-10 14:21:29,0.697,0.697,Cell85
2022-10-10 14:21:30,0.699,0.699,Cell85
2022-10-10 14:21:32,0.698,0.698,Cell85
2022-10-10 14:21:33,0.698,0.698,Cell85
2022-10-10 14:21:34,0.698,0.698,Cell85
2022-10-10 14:21:35,0.699,0.699,Cell85
2022-10-10 14:21:36,0.696,0.696,Cell85
2022-10-10 14:21:37,0.698,0.698,Cell85
2022-10-10 14:21:38,0.698,0.698,Cell85
2022-10-10 14:21:39,0.698,0.698,Cell85
2022-10-10 14:21:40,0.698,0.698,Cell85
2022-10-10 14:21:42,0.697,0.697,Cell85
2022-10-10 14:21:43,0.697,0.697,Cell85
2022-10-10 14:21:44,0.695,0.695,Cell85
2022-10-10 14:21:46,0.698,0.698,Cell85
2022-10-10 14:21:47,0.698,0.698,Cell85
2022-10-10 14:21:48,0.697,0.697,Cell85
2022-10-10 14:21:49,0.699,0.699,Cell85
2022-10-10 14:21:50,0.698,0.698,Cell85
2022-10-10 14:21:51,0.699,0.699,Cell85
2022-10-10 14:21:52,0.7,0.7,Cell85
2022-10-10 14:21:53,0.7,0.7,Cell85
2022-10-10 14:21:54,0.7,0.7,Cell85
2022-10-10 14:21:55,0.698,0.698,Cell85
2022-10-10 14:21:56,0.7,0.7,Cell85
2022-10-10 14:21:59,0.698,0.698,Cell85
2022-10-10 14:22:02,0.697,0.697,Cell85
2022-10-10 14:22:06,0.7,0.7,Cell85
2022-10-10 14:22:07,0.696,0.696,Cell85
2022-10-10 14:22:08,0.698,0.698,Cell85
2022-10-10 14:22:11,0.698,0.698,Cell85
2022-10-10 14:22:13,0.697,0.697,Cell85
2022-10-10 14:22:14,0.698,0.698,Cell85
2022-10-10 14:22:15,0.698,0.698,Cell85
2022-10-10 14:22:16,0.696,0.696,Cell85
2022-10-10 14:22:17,0.698,0.698,Cell85
2022-10-10 14:22:18,0.695,0.695,Cell85
2022-10-10 14:22:19,0.697,0.697,Cell85
2022-10-10 14:22:20,0.698,0.698,Cell85
2022-10-10 14:22:21,0.698,0.698,Cell85
2022-10-10 14:22:22,0.697,0.697,Cell85
2022-10-10 14:22:23,0.695,0.695,Cell85
2022-10-10 14:22:24,0.697,0.697,Cell85
2022-10-10 14:22:25,0.697,0.697,Cell85
2022-10-10 14:22:27,0.698,0.698,Cell85
2022-10-10 14:22:28,0.698,0.698,Cell85
2022-10-10 14:22:29,0.697,0.697,Cell85
2022-10-10 14:22:30,0.696,0.696,Cell85
2022-10-10 14:22:31,0.697,0.697,Cell85
2022-10-10 14:22:32,0.697,0.697,Cell85
2022-10-10 14:22:33,0.697,0.697,Cell85
2022-10-10 14:22:34,0.697,0.697,Cell85
2022-10-10 14:22:35,0.693,0.693,Cell85
2022-10-10 14:22:36,0.696,0.696,Cell85
2022-10-10 14:22:37,0.696,0.696,Cell85
2022-10-10 14:22:38,0.695,0.695,Cell85
2022-10-10 14:22:39,0.696,0.696,Cell85
2022-10-10 14:22:40,0.696,0.696,Cell85
2022-10-10 14:22:42,0.695,0.695,Cell85
2022-10-10 14:22:43,0.695,0.695,Cell85
2022-10-10 14:22:44,0.695,0.695,Cell85
2022-10-10 14:22:45,0.693,0.693,Cell85
2022-10-10 14:22:46,0.694,0.694,Cell85
2022-10-10 14:22:47,0.692,0.692,Cell85
2022-10-10 14:22:48,0.693,0.693,Cell85
2022-10-10 14:22:49,0.694,0.694,Cell85
2022-10-10 14:22:50,0.691,0.691,Cell85
2022-10-10 14:22:51,0.693,0.693,Cell85
2022-10-10 14:22:52,0.694,0.694,Cell85
2022-10-10 14:22:53,0.695,0.695,Cell85
2022-10-10 14:22:54,0.693,0.693,Cell85
2022-10-10 14:22:55,0.692,0.692,Cell85
2022-10-10 14:22:56,0.694,0.694,Cell85
2022-10-10 14:22:58,0.692,0.692,Cell85
2022-10-10 14:22:59,0.693,0.693,Cell85
2022-10-10 14:23:00,0.694,0.694,Cell85
2022-10-10 14:23:01,0.692,0.692,Cell85
2022-10-10 14:23:02,0.692,0.692,Cell85
2022-10-10 14:23:03,0.69,0.69,Cell85
2022-10-10 14:23:04,0.692,0.692,Cell85
2022-10-10 14:23:05,0.693,0.693,Cell85
2022-10-10 14:23:06,0.692,0.692,Cell85
2022-10-10 14:23:07,0.692,0.692,Cell85
2022-10-10 14:23:08,0.693,0.693,Cell85
2022-10-10 14:23:09,0.696,0.696,Cell85
2022-10-10 14:23:10,0.692,0.692,Cell85
2022-10-10 14:23:11,0.693,0.693,Cell85
2022-10-10 14:23:12,0.693,0.693,Cell85
2022-10-10 14:23:13,0.693,0.693,Cell85
2022-10-10 14:23:14,0.692,0.692,Cell85
2022-10-10 14:23:15,0.69,0.69,Cell85
2022-10-10 14:23:16,0.692,0.692,Cell85
2022-10-10 14:23:17,0.692,0.692,Cell85
2022-10-10 14:23:18,0.69,0.69,Cell85
2022-10-10 14:23:19,0.69,0.69,Cell85
2022-10-10 14:23:20,0.69,0.69,Cell85
2022-10-10 14:23:21,0.691,0.691,Cell85
2022-10-10 14:23:22,0.69,0.69,Cell85
2022-10-10 14:23:23,0.692,0.692,Cell85
2022-10-10 14:23:24,0.692,0.692,Cell85
2022-10-10 14:23:27,0.69,0.69,Cell85
